Account Name,Account ID,Campaign Name,Campaign ID,Campaign Status,Campaign Bid,Campaign Bidding Strategy,Campaign Start Date,Conversion Goal,Ad ID,Ad Title,Ad Description,Day,Ad Status,Country,Site,Site URL,Site ID,Currency,Inventory Type,Country Code,Campaign Budget Type,Spending Limit,Campaign Budget,Spending Limit Type,Actual CPA,Actual CPC,Clicks,Conversion Rate,Conversions,Conversions Value,CPM,CTR,Impressions,ROAS,Served Ads,Spent
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Millavois - 12 Actu,12actu.com,1361654,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,0,0.00%,1,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Millavois - Millavois,millavois.com,1286560,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,0,0.00%,2,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Misreputysolo,misreputysolo.com,1930578,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,0,0.00%,6,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Mondadori - Auto Journal,autojournal.fr,1121618,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,4,0.00%,16,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Mondadori - Auto Plus,autoplus.fr/,1121617,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,8,0.00%,36,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Mondadori - Biba Magazine,bibamagazine.fr/,1121620,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,0,0.00%,8,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Mondadori - Modes & Travaux,modesettravaux.fr,1121624,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,5,0.00%,21,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Mondadori - Pleine Vie,pleinevie.fr,1121622,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,7,0.00%,46,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Mondadori - Sport Auto,sportauto.fr,1121803,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,2,0.00%,12,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Mondadori - Top Sante,topsante.com/,1121616,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,6,0.00%,42,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,My Code Impremedia - El Diario NY,eldiariony.com,1713587,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,1,0.00%,2,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Mystify Ent - RadarOnline,radaronline.com,1743023,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,1,0.00%,2,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,NBC - Today,today.com,1010749,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,0,0.00%,2,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,NBC News,nbcnews.com,1010748,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,2,0.00%,20,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,NBC News - Select,www.nbcnews.com/select,1420163,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,0,0.00%,1,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,NBC OTS - WNBC,nbcnewyork.com,1030939,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,1,0.00%,1,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,NBCSports - Pro Football Talk,https://nbcsports.com/nfl/profootballtalk/rumor-mill,1012715,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,0,0.00%,1,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,NBCUniversal - CNBC,www.cnbc.com,580,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,3,0.00%,14,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,NDA My Wife Cons,ndamywifecons.com,1945369,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,16,0.00%,140,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,NFL Trade Rumors - NFL Trade Rumors,nfltraderumors.co,1892492,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,1,0.00%,2,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,NME Networks - MusicTech,musictech.com,1255788,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,0,0.00%,1,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,NME Networks - NME,nme.com,1255786,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,0,0.00%,5,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,NMG - Daily Nation,nation.africa,1069798,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,0,0.00%,2,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,National World - Edinburgh News,edinburghnews.scotsman.com,1745328,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,1,0.00%,1,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,National World - Manchester World,manchesterworld.uk,1745347,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,1,0.00%,3,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,National World - Yorkshire Post,yorkshirepost.co.uk,1745378,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,0,0.00%,1,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Network 18 Media - FirstpostEnglish,https://www.firstpost.com/,1493682,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,1,0.00%,2,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Network 18 Media - Moneycontrol English,https://www.moneycontrol.com/news/,1495595,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,0,0.00%,1,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Network 18 Media - News18English,https://www.news18.com/,1493676,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,0,0.00%,2,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Network 18 Media - News18Telugu,https://telugu.news18.com/,1493659,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,0,0.00%,1,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,New Atlas,newatlas.com,1076028,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,0,0.00%,6,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,News.net - PakistanNews,pakistannews.net,1433928,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,0,0.00%,2,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Newstof - Responsive,https://www.newstof.com/,1846152,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,1,0.00%,2,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Nextbigfuture DFP,nextbigfuture.com,1798501,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,0,0.00%,1,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Niooz,niooz.fr,1090514,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,2,0.00%,4,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Objectifgard,https://www.objectifgard.com/,1832522,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,6,0.00%,40,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Odili - Nigeria World,nigeriaworld.com,1010304,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,0,0.00%,7,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Olympia - kicker AB,kicker.de/regionalliga,1512438,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,0,0.00%,1,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,On Ne Fait - Bondamanjak,https://www.bondamanjak.com/,1254298,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,4,0.00%,31,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,On-Mag,on-mag.fr,1181178,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,1,0.00%,3,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Onefootball Web - FR,onefootball.com/fr/,1626291,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,0,0.00%,5,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Opera - Apexnews - Channel,apexnews.com,1859094,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,0,0.00%,2,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,OptAd360 - tvrepublika.pl,tvrepublika.pl,1910258,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,1,0.00%,1,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Optidigital - Channel - ABC Bourse,https://www.abcbourse.com//,1934873,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,16,0.00%,16,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Optidigital - Channel - Chassons,www.chassons.com/,1934881,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,2,0.00%,2,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Optidigital - Channel - Comment Economiser,https://www.comment-economiser.fr//,1934787,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,11,0.00%,13,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Optidigital - Channel - Moto Services,https://www.motoservices.com//,1934884,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,1,0.00%,1,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Ordissinaute,ordissinaute.fr,1058894,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,7,0.00%,36,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Organización Editorial Mexicana - El Sol de Mexico,elsoldemexico.com.mx,1050125,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,0,0.00%,6,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Otheremployeesi,otheremployeesi.org,1930573,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,0,0.00%,2,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Ouest-France  - Actualités du jour,actualitesdujour.ouest-france.fr,1980249,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,0,0.00%,1,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Ouest-France - App iOS New,www.ouest-france.com,1329134,HKD,App,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,0,0.00%,1,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Ouest-France - Courrier de l'Ouest,courrierdelouest.fr,1069893,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,5,0.00%,86,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Ouest-France - L'Edition du soir,ouest-france.fr/leditiondusoir,1068858,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,7,0.00%,55,0.00
Dartmatics 02 HK - VMC_TB1_DRT$ - SC,2005570,FR - Ovuna.com - PC,48523732,Running,2.750,Enhanced CPC,"Mar 05, 2026",lead,4248553509,Organisation de voyages privés en France,Un format destiné à celles et ceux qui souhaitent accéder à des lieux non conçus pour le flux de visiteurs,"Mar 10, 2026",Running,France,Ouest-France - Le Maine Libre,ouest-france.fr/le-maine-libre/,1069892,HKD,Web,FR,Daily,,100.00,None,,0.000,0,0.00%,0,0.00,0.00,0.00%,4,0.00%,59,0.00
